sample_id,session_id,ts,rpm,speed_kph,engine_load_pct,coolant_temp_c,intake_temp_c,maf_gps,throttle_pct,stft_b1_pct,ltft_b1_pct,timing_adv_deg,fuel_press_kpa,o2_b1s1_v
291,4,2018-03-21T19:09:42.003Z,940.0,1.0,,18.0,19.0,16.83,83.1,,,,,
292,4,2018-03-21T19:09:43.084Z,959.0,1.0,,18.0,18.0,16.83,83.1,,,,,
293,4,2018-03-21T19:09:44.133Z,959.0,1.0,,18.0,18.0,17.22,83.1,,,,,
294,4,2018-03-21T19:09:45.063Z,943.0,1.0,,18.0,18.0,16.94,83.1,,,,,
295,4,2018-03-21T19:09:46.083Z,935.0,2.0,,18.0,17.0,16.94,83.1,,,,,
296,4,2018-03-21T19:09:47.133Z,935.0,2.0,,18.0,17.0,15.83,83.1,,,,,
297,4,2018-03-21T19:09:48.033Z,913.0,6.0,,18.0,17.0,16.44,83.1,,,,,
298,4,2018-03-21T19:09:49.082Z,1094.0,9.0,,18.0,17.0,16.44,83.1,,,,,
299,4,2018-03-21T19:09:50.132Z,1094.0,9.0,,18.0,17.0,22.38,83.1,,,,,
300,4,2018-03-21T19:09:51.032Z,1493.0,13.0,,18.0,19.0,26.83,83.1,,,,,
301,4,2018-03-21T19:09:52.082Z,1583.0,14.0,,18.0,19.0,26.83,83.1,,,,,
302,4,2018-03-21T19:09:53.012Z,1622.0,14.0,,18.0,19.0,29.19,83.1,,,,,
303,4,2018-03-21T19:09:54.032Z,1558.0,14.0,,18.0,19.0,29.72,83.1,,,,,
304,4,2018-03-21T19:09:55.022Z,1491.0,13.0,,18.0,18.0,26.3,83.1,,,,,
305,4,2018-03-21T19:09:56.013Z,1449.0,13.0,,18.0,17.0,25.49,83.1,,,,,
306,4,2018-03-21T19:09:57.062Z,1458.0,12.0,,18.0,17.0,25.11,83.1,,,,,
307,4,2018-03-21T19:09:58.052Z,1519.0,13.0,,18.0,17.0,27.33,83.1,,,,,
308,4,2018-03-21T19:09:59.043Z,1739.0,15.0,,18.0,17.0,38.52,83.1,,,,,
309,4,2018-03-21T19:10:00.032Z,1152.0,16.0,,18.0,18.0,19.69,83.1,,,,,
310,4,2018-03-21T19:10:01.022Z,1084.0,18.0,,18.0,15.0,21.27,83.1,,,,,
311,4,2018-03-21T19:10:02.013Z,1331.0,21.0,,18.0,14.0,23.05,83.1,,,,,
312,4,2018-03-21T19:10:03.002Z,1386.0,24.0,,18.0,15.0,23.99,83.1,,,,,
313,4,2018-03-21T19:10:04.052Z,1369.0,23.0,,18.0,15.0,24.61,83.1,,,,,
314,4,2018-03-21T19:10:05.042Z,1274.0,22.0,,18.0,15.0,24.19,83.1,,,,,
315,4,2018-03-21T19:10:06.032Z,1214.0,21.0,,18.0,15.0,22.44,83.1,,,,,
316,4,2018-03-21T19:10:07.053Z,1078.0,18.0,,18.0,15.0,22.44,83.1,,,,,
317,4,2018-03-21T19:10:08.043Z,1104.0,19.0,,19.0,14.0,20.05,83.1,,,,,
318,4,2018-03-21T19:10:09.032Z,1174.0,20.0,,19.0,14.0,21.47,83.1,,,,,
319,4,2018-03-21T19:10:10.052Z,1330.0,23.0,,19.0,14.0,26.49,83.1,,,,,
320,4,2018-03-21T19:10:11.043Z,1477.0,25.0,,19.0,16.0,28.66,83.1,,,,,
321,4,2018-03-21T19:10:12.062Z,1392.0,24.0,,19.0,16.0,25.58,83.1,,,,,
322,4,2018-03-21T19:10:13.053Z,1214.0,20.0,,19.0,16.0,21.38,83.1,,,,,
323,4,2018-03-21T19:10:14.043Z,1144.0,19.0,,19.0,14.0,19.38,83.1,,,,,
324,4,2018-03-21T19:10:15.032Z,929.0,18.0,,19.0,13.0,16.13,83.1,,,,,
325,4,2018-03-21T19:10:16.022Z,937.0,9.0,,19.0,13.0,16.69,83.1,,,,,
326,4,2018-03-21T19:10:17.013Z,943.0,1.0,,19.0,13.0,16.49,83.1,,,,,
327,4,2018-03-21T19:10:18.002Z,888.0,0.0,,19.0,13.0,15.41,83.1,,,,,
328,4,2018-03-21T19:10:19.082Z,893.0,0.0,,19.0,13.0,15.61,83.1,,,,,
329,4,2018-03-21T19:10:20.102Z,894.0,0.0,,19.0,13.0,15.69,83.1,,,,,
330,4,2018-03-21T19:10:21.002Z,895.0,0.0,,19.0,13.0,15.58,83.1,,,,,
331,4,2018-03-21T19:10:22.052Z,877.0,0.0,,20.0,13.0,15.13,83.1,,,,,
332,4,2018-03-21T19:10:23.072Z,910.0,2.0,,20.0,13.0,15.58,83.1,,,,,
333,4,2018-03-21T19:10:24.062Z,1237.0,6.0,,20.0,13.0,15.69,83.1,,,,,
334,4,2018-03-21T19:10:25.082Z,1964.0,17.0,,20.0,13.0,27.36,83.1,,,,,
335,4,2018-03-21T19:10:26.043Z,1906.0,19.0,,20.0,19.0,54.13,83.1,,,,,
336,4,2018-03-21T19:10:27.032Z,1243.0,18.0,,20.0,15.0,22.16,31.0,,,,,
337,4,2018-03-21T19:10:28.082Z,1270.0,22.0,,20.0,15.0,28.52,83.5,,,,,
338,4,2018-03-21T19:10:29.071Z,1327.0,23.0,,20.0,15.0,24.99,83.5,,,,,
339,4,2018-03-21T19:10:30.062Z,1225.0,21.0,,20.0,14.0,21.11,83.5,,,,,
340,4,2018-03-21T19:10:31.082Z,1065.0,18.0,,20.0,13.0,17.8,83.5,,,,,
341,4,2018-03-21T19:10:32.072Z,982.0,16.0,,20.0,13.0,17.3,83.5,,,,,
342,4,2018-03-21T19:10:33.062Z,948.0,13.0,,21.0,13.0,16.97,83.5,,,,,
343,4,2018-03-21T19:10:34.023Z,947.0,6.0,,21.0,13.0,16.94,83.5,,,,,
344,4,2018-03-21T19:10:35.012Z,945.0,5.0,,21.0,13.0,16.77,83.5,,,,,
345,4,2018-03-21T19:10:36.062Z,945.0,4.0,,21.0,13.0,16.94,83.5,,,,,
346,4,2018-03-21T19:10:37.052Z,946.0,3.0,,21.0,13.0,16.99,83.5,,,,,
347,4,2018-03-21T19:10:38.012Z,917.0,3.0,,21.0,13.0,16.13,83.5,,,,,
348,4,2018-03-21T19:10:39.002Z,911.0,4.0,,21.0,13.0,16.02,83.5,,,,,
349,4,2018-03-21T19:10:40.052Z,912.0,7.0,,21.0,13.0,16.16,83.5,,,,,
350,4,2018-03-21T19:10:41.043Z,993.0,9.0,,21.0,13.0,18.66,83.5,,,,,
351,4,2018-03-21T19:10:42.032Z,964.0,6.0,,22.0,14.0,17.61,83.5,,,,,
352,4,2018-03-21T19:10:43.082Z,951.0,5.0,,22.0,13.0,16.97,83.5,,,,,
353,4,2018-03-21T19:10:44.072Z,946.0,3.0,,22.0,13.0,16.77,83.5,,,,,
354,4,2018-03-21T19:10:45.032Z,886.0,2.0,,22.0,13.0,15.72,83.5,,,,,
355,4,2018-03-21T19:10:46.022Z,884.0,1.0,,22.0,13.0,15.69,83.5,,,,,
356,4,2018-03-21T19:10:47.012Z,883.0,0.0,,22.0,13.0,15.63,83.5,,,,,
357,4,2018-03-21T19:10:48.062Z,880.0,0.0,,22.0,13.0,15.22,83.5,,,,,
358,4,2018-03-21T19:10:49.081Z,924.0,0.0,,22.0,13.0,15.38,83.5,,,,,
359,4,2018-03-21T19:10:50.012Z,950.0,0.0,,22.0,14.0,17.08,83.5,,,,,
360,4,2018-03-21T19:10:51.032Z,944.0,0.0,,23.0,14.0,16.61,83.5,,,,,
361,4,2018-03-21T19:10:52.052Z,941.0,0.0,,23.0,14.0,16.72,83.5,,,,,
362,4,2018-03-21T19:10:53.012Z,946.0,0.0,,23.0,14.0,16.97,83.5,,,,,
363,4,2018-03-21T19:10:54.032Z,926.0,1.0,,23.0,14.0,16.63,83.5,,,,,
364,4,2018-03-21T19:10:55.052Z,918.0,2.0,,23.0,13.0,16.24,83.5,,,,,
365,4,2018-03-21T19:10:56.012Z,905.0,4.0,,23.0,13.0,16.05,83.5,,,,,
366,4,2018-03-21T19:10:57.062Z,897.0,7.0,,23.0,13.0,16.13,83.5,,,,,
367,4,2018-03-21T19:10:58.052Z,1711.0,11.0,,23.0,14.0,25.36,83.5,,,,,
368,4,2018-03-21T19:10:59.012Z,1645.0,18.0,,24.0,16.0,38.83,83.5,,,,,
369,4,2018-03-21T19:11:00.032Z,1076.0,18.0,,24.0,15.0,19.74,31.0,,,,,
370,4,2018-03-21T19:11:01.052Z,1222.0,21.0,,24.0,14.0,23.22,83.5,,,,,
371,4,2018-03-21T19:11:02.071Z,1362.0,23.0,,24.0,14.0,25.19,83.5,,,,,
372,4,2018-03-21T19:11:03.002Z,1479.0,25.0,,24.0,15.0,28.36,83.5,,,,,
373,4,2018-03-21T19:11:04.052Z,1659.0,27.0,,24.0,16.0,31.33,83.5,,,,,
374,4,2018-03-21T19:11:05.072Z,1702.0,29.0,,24.0,16.0,31.77,83.5,,,,,
375,4,2018-03-21T19:11:06.002Z,1692.0,29.0,,24.0,16.0,30.08,83.5,,,,,
376,4,2018-03-21T19:11:07.052Z,1679.0,29.0,,25.0,15.0,29.94,83.5,,,,,
377,4,2018-03-21T19:11:08.013Z,1622.0,28.0,,25.0,15.0,28.69,83.5,,,,,
378,4,2018-03-21T19:11:09.002Z,1368.0,26.0,,25.0,15.0,28.38,83.5,,,,,
379,4,2018-03-21T19:11:10.052Z,1056.0,21.0,,25.0,14.0,17.83,83.5,,,,,
380,4,2018-03-21T19:11:11.072Z,939.0,18.0,,25.0,12.0,16.99,83.5,,,,,
381,4,2018-03-21T19:11:12.002Z,939.0,12.0,,25.0,12.0,16.83,83.5,,,,,
382,4,2018-03-21T19:11:13.052Z,937.0,3.0,,25.0,12.0,16.63,83.5,,,,,
383,4,2018-03-21T19:11:14.013Z,870.0,2.0,,25.0,12.0,15.58,83.5,,,,,
384,4,2018-03-21T19:11:15.002Z,830.0,4.0,,26.0,12.0,15.13,83.5,,,,,
385,4,2018-03-21T19:11:16.052Z,1304.0,9.0,,26.0,12.0,27.08,83.5,,,,,
386,4,2018-03-21T19:11:17.013Z,1070.0,16.0,,26.0,13.0,33.27,30.6,,,,,
387,4,2018-03-21T19:11:18.032Z,991.0,16.0,,26.0,14.0,17.77,83.5,,,,,
388,4,2018-03-21T19:11:19.052Z,956.0,13.0,,26.0,13.0,17.05,83.5,,,,,
389,4,2018-03-21T19:11:20.013Z,940.0,9.0,,26.0,12.0,16.8,83.5,,,,,
390,4,2018-03-21T19:11:21.002Z,939.0,3.0,,26.0,13.0,16.72,83.5,,,,,
391,4,2018-03-21T19:11:22.052Z,880.0,2.0,,26.0,13.0,15.47,83.5,,,,,
392,4,2018-03-21T19:11:23.013Z,865.0,0.0,,27.0,12.0,15.02,83.5,,,,,
393,4,2018-03-21T19:11:24.002Z,863.0,0.0,,27.0,12.0,14.94,83.5,,,,,
394,4,2018-03-21T19:11:25.053Z,862.0,0.0,,27.0,12.0,15.3,83.5,,,,,
395,4,2018-03-21T19:11:26.012Z,863.0,0.0,,27.0,12.0,14.97,83.5,,,,,
396,4,2018-03-21T19:11:27.031Z,863.0,0.0,,27.0,12.0,15.02,83.5,,,,,
397,4,2018-03-21T19:11:28.022Z,863.0,0.0,,27.0,12.0,15.3,83.5,,,,,
398,4,2018-03-21T19:11:29.012Z,861.0,0.0,,27.0,13.0,14.99,83.5,,,,,
399,4,2018-03-21T19:11:30.032Z,859.0,0.0,,27.0,13.0,14.88,83.5,,,,,
400,4,2018-03-21T19:11:31.082Z,860.0,0.0,,27.0,13.0,14.94,83.5,,,,,
401,4,2018-03-21T19:11:32.072Z,989.0,0.0,,28.0,13.0,17.72,83.5,,,,,
402,4,2018-03-21T19:11:33.002Z,958.0,0.0,,28.0,13.0,16.55,83.5,,,,,
403,4,2018-03-21T19:11:34.022Z,894.0,0.0,,28.0,13.0,15.19,83.5,,,,,
404,4,2018-03-21T19:11:35.012Z,864.0,0.0,,28.0,13.0,15.16,83.5,,,,,
405,4,2018-03-21T19:11:36.062Z,861.0,0.0,,28.0,13.0,14.97,83.5,,,,,
406,4,2018-03-21T19:11:37.052Z,859.0,0.0,,28.0,13.0,14.88,83.5,,,,,
407,4,2018-03-21T19:11:38.072Z,858.0,0.0,,28.0,13.0,14.66,83.5,,,,,
408,4,2018-03-21T19:11:39.062Z,858.0,0.0,,28.0,13.0,14.63,83.5,,,,,
409,4,2018-03-21T19:11:40.052Z,857.0,0.0,,28.0,13.0,14.8,83.5,,,,,
410,4,2018-03-21T19:11:41.072Z,856.0,0.0,,28.0,13.0,14.77,83.5,,,,,
411,4,2018-03-21T19:11:42.002Z,858.0,0.0,,28.0,13.0,15.02,83.5,,,,,
412,4,2018-03-21T19:11:43.022Z,913.0,0.0,,29.0,13.0,14.86,83.5,,,,,
413,4,2018-03-21T19:11:44.012Z,914.0,1.0,,29.0,13.0,15.94,83.5,,,,,
414,4,2018-03-21T19:11:45.002Z,997.0,3.0,,29.0,13.0,17.66,83.5,,,,,
415,4,2018-03-21T19:11:46.052Z,936.0,4.0,,29.0,13.0,15.91,83.5,,,,,
416,4,2018-03-21T19:11:47.042Z,905.0,6.0,,29.0,13.0,15.94,83.5,,,,,
417,4,2018-03-21T19:11:48.032Z,1105.0,10.0,,29.0,13.0,23.22,83.5,,,,,
418,4,2018-03-21T19:11:49.022Z,1819.0,16.0,,29.0,16.0,48.8,83.5,,,,,
419,4,2018-03-21T19:11:50.012Z,2092.0,21.0,,29.0,19.0,36.05,83.5,,,,,
420,4,2018-03-21T19:11:51.002Z,1676.0,23.0,,29.0,16.0,32.47,83.5,,,,,
421,4,2018-03-21T19:11:52.082Z,1792.0,31.0,,29.0,16.0,34.02,83.5,,,,,
422,4,2018-03-21T19:11:53.072Z,1683.0,32.0,,29.0,16.0,24.22,83.5,,,,,
423,4,2018-03-21T19:11:54.062Z,1014.0,28.0,,29.0,14.0,17.77,83.5,,,,,
424,4,2018-03-21T19:11:55.052Z,965.0,22.0,,29.0,12.0,16.88,83.5,,,,,
425,4,2018-03-21T19:11:56.042Z,948.0,14.0,,29.0,12.0,16.74,83.5,,,,,
426,4,2018-03-21T19:11:57.032Z,939.0,5.0,,29.0,12.0,16.61,83.5,,,,,
427,4,2018-03-21T19:11:58.022Z,890.0,0.0,,30.0,12.0,15.33,83.5,,,,,
428,4,2018-03-21T19:11:59.012Z,852.0,0.0,,30.0,12.0,14.91,83.5,,,,,
429,4,2018-03-21T19:12:00.008Z,850.0,0.0,,30.0,12.0,14.77,83.5,,,,,
430,4,2018-03-21T19:12:01.052Z,850.0,0.0,,30.0,12.0,14.8,83.5,,,,,
431,4,2018-03-21T19:12:02.042Z,850.0,0.0,,30.0,13.0,14.44,83.5,,,,,
432,4,2018-03-21T19:12:03.032Z,848.0,0.0,,30.0,13.0,14.86,83.5,,,,,
433,4,2018-03-21T19:12:04.022Z,849.0,0.0,,30.0,13.0,14.69,83.5,,,,,
434,4,2018-03-21T19:12:05.042Z,849.0,0.0,,30.0,13.0,14.61,83.5,,,,,
435,4,2018-03-21T19:12:06.032Z,849.0,0.0,,30.0,13.0,14.88,83.5,,,,,
436,4,2018-03-21T19:12:07.022Z,849.0,0.0,,30.0,13.0,14.44,83.5,,,,,
437,4,2018-03-21T19:12:08.013Z,848.0,0.0,,30.0,13.0,14.69,83.5,,,,,
438,4,2018-03-21T19:12:09.002Z,849.0,0.0,,30.0,13.0,14.49,83.5,,,,,
439,4,2018-03-21T19:12:10.082Z,848.0,0.0,,31.0,13.0,14.74,83.5,,,,,
440,4,2018-03-21T19:12:11.012Z,846.0,0.0,,31.0,13.0,9.52,83.5,,,,,
441,4,2018-03-21T19:12:12.002Z,847.0,0.0,,31.0,10.0,9.77,83.5,,,,,
442,4,2018-03-21T19:12:13.081Z,846.0,0.0,,31.0,10.0,9.3,83.5,,,,,
443,4,2018-03-21T19:12:14.012Z,847.0,0.0,,31.0,10.0,9.49,83.5,,,,,
444,4,2018-03-21T19:12:15.002Z,846.0,0.0,,31.0,10.0,9.58,83.5,,,,,
445,4,2018-03-21T19:12:16.082Z,846.0,0.0,,31.0,11.0,9.72,83.5,,,,,
446,4,2018-03-21T19:12:17.072Z,846.0,0.0,,31.0,11.0,9.49,83.5,,,,,
447,4,2018-03-21T19:12:18.062Z,846.0,0.0,,31.0,11.0,9.63,83.5,,,,,
448,4,2018-03-21T19:12:19.052Z,846.0,0.0,,31.0,11.0,9.49,83.5,,,,,
449,4,2018-03-21T19:12:20.041Z,845.0,0.0,,31.0,11.0,9.38,83.5,,,,,
450,4,2018-03-21T19:12:21.032Z,846.0,0.0,,31.0,12.0,9.47,83.5,,,,,
451,4,2018-03-21T19:12:22.022Z,843.0,0.0,,31.0,12.0,9.55,83.5,,,,,
452,4,2018-03-21T19:12:23.011Z,859.0,0.0,,31.0,12.0,11.72,83.5,,,,,
453,4,2018-03-21T19:12:24.002Z,899.0,5.0,,31.0,14.0,14.49,83.5,,,,,
454,4,2018-03-21T19:12:25.082Z,1317.0,12.0,,31.0,15.0,27.58,83.5,,,,,
455,4,2018-03-21T19:12:26.072Z,2084.0,19.0,,31.0,19.0,33.99,31.0,,,,,
456,4,2018-03-21T19:12:27.062Z,1264.0,19.0,,31.0,18.0,17.44,81.2,,,,,
457,4,2018-03-21T19:12:28.052Z,1552.0,22.0,,32.0,15.0,23.05,83.5,,,,,
458,4,2018-03-21T19:12:29.042Z,1874.0,32.0,,32.0,16.0,35.33,83.5,,,,,
459,4,2018-03-21T19:12:30.092Z,1144.0,33.0,,32.0,18.0,28.13,38.0,,,,,
460,4,2018-03-21T19:12:31.082Z,1252.0,33.0,,32.0,14.0,14.77,80.8,,,,,
461,4,2018-03-21T19:12:32.072Z,1275.0,34.0,,32.0,13.0,14.36,83.5,,,,,
462,4,2018-03-21T19:12:33.062Z,1281.0,34.0,,32.0,13.0,13.77,83.5,,,,,
463,4,2018-03-21T19:12:34.052Z,1273.0,34.0,,32.0,13.0,13.3,83.5,,,,,
464,4,2018-03-21T19:12:35.042Z,1234.0,33.0,,32.0,13.0,12.63,83.5,,,,,
465,4,2018-03-21T19:12:36.032Z,1169.0,31.0,,32.0,13.0,12.91,83.5,,,,,
466,4,2018-03-21T19:12:37.082Z,1039.0,30.0,,32.0,13.0,11.91,83.5,,,,,
467,4,2018-03-21T19:12:38.072Z,977.0,26.0,,32.0,13.0,11.33,83.5,,,,,
468,4,2018-03-21T19:12:39.032Z,893.0,25.0,,32.0,11.0,10.49,83.5,,,,,
469,4,2018-03-21T19:12:40.022Z,910.0,23.0,,32.0,11.0,10.38,83.5,,,,,
470,4,2018-03-21T19:12:41.072Z,919.0,21.0,,32.0,12.0,10.8,83.5,,,,,
471,4,2018-03-21T19:12:42.033Z,924.0,19.0,,32.0,12.0,10.74,83.5,,,,,
472,4,2018-03-21T19:12:43.082Z,926.0,16.0,,33.0,12.0,10.77,83.5,,,,,
473,4,2018-03-21T19:12:44.012Z,927.0,11.0,,33.0,12.0,10.41,83.5,,,,,
474,4,2018-03-21T19:12:45.032Z,925.0,3.0,,33.0,12.0,10.44,83.5,,,,,
475,4,2018-03-21T19:12:46.022Z,868.0,0.0,,33.0,13.0,9.86,83.5,,,,,
476,4,2018-03-21T19:12:47.072Z,839.0,0.0,,33.0,12.0,9.22,83.5,,,,,
477,4,2018-03-21T19:12:48.002Z,838.0,0.0,,33.0,11.0,9.58,83.5,,,,,
478,4,2018-03-21T19:12:49.022Z,838.0,0.0,,33.0,11.0,9.47,83.5,,,,,
479,4,2018-03-21T19:12:50.042Z,840.0,0.0,,33.0,11.0,9.61,83.5,,,,,
480,4,2018-03-21T19:12:51.062Z,839.0,0.0,,33.0,11.0,9.55,83.5,,,,,
481,4,2018-03-21T19:12:52.022Z,837.0,0.0,,33.0,11.0,9.63,83.5,,,,,
482,4,2018-03-21T19:12:53.013Z,836.0,0.0,,33.0,12.0,9.44,83.5,,,,,
483,4,2018-03-21T19:12:54.032Z,836.0,0.0,,33.0,12.0,9.49,83.5,,,,,
484,4,2018-03-21T19:12:55.082Z,836.0,0.0,,33.0,12.0,9.47,83.5,,,,,
485,4,2018-03-21T19:12:56.012Z,834.0,0.0,,33.0,12.0,9.66,83.5,,,,,
486,4,2018-03-21T19:12:57.002Z,836.0,0.0,,33.0,12.0,9.33,83.5,,,,,
487,4,2018-03-21T19:12:58.052Z,835.0,0.0,,34.0,12.0,9.41,83.5,,,,,
488,4,2018-03-21T19:12:59.042Z,836.0,0.0,,34.0,12.0,9.49,83.5,,,,,
489,4,2018-03-21T19:13:00.062Z,834.0,0.0,,34.0,12.0,9.52,83.5,,,,,
490,4,2018-03-21T19:13:01.082Z,834.0,0.0,,34.0,12.0,9.49,83.5,,,,,
491,4,2018-03-21T19:13:02.012Z,835.0,0.0,,34.0,12.0,9.69,83.5,,,,,
492,4,2018-03-21T19:13:03.062Z,834.0,0.0,,34.0,12.0,9.3,83.5,,,,,
493,4,2018-03-21T19:13:04.052Z,835.0,0.0,,34.0,12.0,9.55,83.5,,,,,
494,4,2018-03-21T19:13:05.012Z,835.0,0.0,,34.0,12.0,9.3,83.5,,,,,
495,4,2018-03-21T19:13:06.031Z,835.0,0.0,,34.0,12.0,9.69,83.5,,,,,
496,4,2018-03-21T19:13:07.052Z,833.0,0.0,,34.0,12.0,9.33,83.5,,,,,
497,4,2018-03-21T19:13:08.072Z,833.0,0.0,,34.0,12.0,9.49,83.5,,,,,
498,4,2018-03-21T19:13:09.062Z,833.0,0.0,,34.0,12.0,9.33,83.5,,,,,
499,4,2018-03-21T19:13:10.023Z,834.0,0.0,,34.0,12.0,9.38,83.5,,,,,
500,4,2018-03-21T19:13:11.012Z,832.0,0.0,,34.0,12.0,9.24,83.5,,,,,
501,4,2018-03-21T19:13:12.032Z,832.0,0.0,,34.0,12.0,9.49,83.5,,,,,
502,4,2018-03-21T19:13:13.052Z,834.0,0.0,,34.0,12.0,9.66,83.5,,,,,
503,4,2018-03-21T19:13:14.012Z,832.0,0.0,,34.0,12.0,9.49,83.5,,,,,
504,4,2018-03-21T19:13:15.061Z,829.0,0.0,,34.0,12.0,9.33,83.5,,,,,
505,5,2017-11-02T13:27:31.820Z,1328.0,46.0,10.9803924561,,,9.82999992371,,,,,,
506,5,2017-11-02T13:27:32.820Z,1285.0,46.0,10.9803924561,,,9.03999996185,,,,,,
507,5,2017-11-02T13:27:33.920Z,1285.0,45.0,10.9803924561,,,9.03999996185,,,,,,
508,5,2017-11-02T13:27:34.920Z,1276.0,45.0,10.9803924561,,,8.80000019073,,,,,,
509,5,2017-11-02T13:27:35.020Z,1276.0,44.0,10.9803924561,,,8.80000019073,,,,,,
510,5,2017-11-02T13:27:36.020Z,1276.0,43.0,10.9803924561,,,8.80000019073,,,,,,
511,5,2017-11-02T13:27:37.020Z,1226.0,42.0,11.372549057,,,8.47999954224,,,,,,
512,5,2017-11-02T13:27:39.120Z,1187.0,41.0,11.372549057,,,8.43999958038,,,,,,
513,5,2017-11-02T13:27:40.220Z,1187.0,40.0,11.372549057,,,8.43999958038,,,,,,
514,5,2017-11-02T13:27:41.120Z,1122.0,40.0,11.372549057,,,8.14000034332,,,,,,
515,5,2017-11-02T13:27:41.220Z,1122.0,38.0,11.372549057,,,8.14000034332,,,,,,
516,5,2017-11-02T13:27:42.220Z,1122.0,38.0,11.764705658,,,8.14000034332,,,,,,
517,5,2017-11-02T13:27:43.220Z,1112.0,38.0,11.764705658,,,7.75,,,,,,
518,5,2017-11-02T13:27:45.320Z,1007.0,38.0,11.764705658,,,7.21000003815,,,,,,
519,5,2017-11-02T13:27:45.420Z,1007.0,35.0,11.764705658,,,7.21000003815,,,,,,
520,5,2017-11-02T13:27:46.420Z,1007.0,30.0,11.764705658,,,7.21000003815,,,,,,
521,5,2017-11-02T13:27:47.420Z,970.0,25.0,12.5490198135,,,7.21000003815,,,,,,
522,5,2017-11-02T13:27:48.520Z,970.0,21.0,12.5490198135,,,7.21000003815,,,,,,
523,5,2017-11-02T13:27:49.520Z,958.0,16.0,12.5490198135,,,7.67999982834,,,,,,
524,5,2017-11-02T13:27:50.620Z,958.0,10.0,12.5490198135,,,7.67999982834,,,,,,
525,5,2017-11-02T13:27:51.520Z,710.0,10.0,12.5490198135,,,8.97000026703,,,,,,
526,5,2017-11-02T13:27:51.620Z,710.0,4.0,12.5490198135,,,8.97000026703,,,,,,
527,5,2017-11-02T13:27:51.720Z,687.0,4.0,12.5490198135,,,8.97000026703,,,,,,
528,5,2017-11-02T13:27:51.820Z,687.0,4.0,19.2156867981,,,7.86000013351,,,,,,
529,5,2017-11-02T13:27:52.420Z,687.0,0.0,19.2156867981,,,7.86000013351,,,,,,
530,5,2017-11-02T13:27:53.720Z,623.0,0.0,19.2156867981,,,7.86000013351,,,,,,
531,5,2017-11-02T13:27:55.720Z,615.0,0.0,19.2156867981,,,7.86000013351,,,,,,
532,5,2017-11-02T13:27:56.820Z,615.0,0.0,19.2156867981,,,6.46000003815,,,,,,
533,5,2017-11-02T13:27:56.920Z,615.0,0.0,18.0392150879,,,6.46000003815,,,,,,
534,5,2017-11-02T13:27:57.720Z,597.0,0.0,18.0392150879,,,6.46000003815,,,,,,
535,5,2017-11-02T13:27:59.720Z,575.0,0.0,18.0392150879,,,6.46000003815,,,,,,
536,5,2017-11-02T13:28:02.020Z,587.0,0.0,17.254901886,,,6.15999984741,,,,,,
537,5,2017-11-02T13:28:04.120Z,579.0,0.0,17.254901886,,,6.15999984741,,,,,,
538,5,2017-11-02T13:28:06.220Z,576.0,0.0,17.254901886,,,6.15999984741,,,,,,
539,5,2017-11-02T13:28:07.220Z,576.0,0.0,17.254901886,,,5.86999988556,,,,,,
540,5,2017-11-02T13:28:08.320Z,574.0,0.0,17.254901886,,,5.86999988556,,,,,,
541,5,2017-11-02T13:28:11.020Z,574.0,0.0,17.254901886,,,5.86999988556,,,,,,
542,5,2017-11-02T13:28:12.220Z,574.0,0.0,17.254901886,,,5.92000007629,,,,,,
543,5,2017-11-02T13:28:13.020Z,570.0,0.0,17.254901886,,,5.92000007629,,,,,,
544,5,2017-11-02T13:28:15.020Z,565.0,0.0,17.254901886,,,5.92000007629,,,,,,
545,5,2017-11-02T13:28:17.120Z,570.0,0.0,17.254901886,,,5.92000007629,,,,,,
546,5,2017-11-02T13:28:17.320Z,570.0,0.0,17.254901886,,,5.94000005722,,,,,,
547,5,2017-11-02T13:28:17.420Z,570.0,0.0,17.254901886,,,5.94000005722,,,,,,
548,5,2017-11-02T13:28:19.120Z,565.0,0.0,17.254901886,,,5.94000005722,,,,,,
549,5,2017-11-02T13:28:21.220Z,573.0,0.0,17.254901886,,,5.94000005722,,,,,,
550,5,2017-11-02T13:28:22.320Z,573.0,0.0,17.6470584869,,,5.94000005722,,,,,,
551,5,2017-11-02T13:28:23.320Z,578.0,0.0,17.6470584869,,,5.94000005722,,,,,,
552,5,2017-11-02T13:28:25.420Z,572.0,0.0,17.6470584869,,,5.94000005722,,,,,,
553,5,2017-11-02T13:28:27.520Z,585.0,0.0,37.6470603943,,,10.9200000763,,,,,,
554,5,2017-11-02T13:28:27.720Z,585.0,0.0,37.6470603943,,,10.9200000763,,,,,,
555,5,2017-11-02T13:28:27.820Z,1311.0,0.0,37.6470603943,,,31.9200000763,,,,,,
556,5,2017-11-02T13:28:27.920Z,1311.0,0.0,44.3137245178,,,31.9200000763,,,,,,
557,5,2017-11-02T13:28:28.520Z,1311.0,13.0,44.3137245178,,,31.9200000763,,,,,,
558,5,2017-11-02T13:28:29.820Z,1767.0,13.0,44.3137245178,,,43.5200004578,,,,,,
559,5,2017-11-02T13:28:30.620Z,1767.0,20.0,44.3137245178,,,43.5200004578,,,,,,
560,5,2017-11-02T13:28:31.620Z,1767.0,24.0,44.3137245178,,,43.5200004578,,,,,,
561,5,2017-11-02T13:28:31.820Z,1723.0,24.0,44.3137245178,,,38.3600006104,,,,,,
